file,column,definition,unit_or_allowed_values,missing_value
figure_5_service_area_source_data.csv,ivs,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,n_aih_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_service_area_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,cohort,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,res_municipio,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,SP_CNES,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,layer,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,target_node,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,treat_municipio,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,n_aih_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_5_suppressed_network_edges_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,estimator,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,metric,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,associational_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,formal_interval_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,bootstrap_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_adjusted_point_estimates_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,result_id,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,display_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,value_type,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,denominator_value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,denominator_unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,evidence_level,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,limitation,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,missing_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,suppression_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,bootstrap_merged_rows,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,formal_interval_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_bootstrap_validity_source_data.csv,gate_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_sensitivity_status_source_data.csv,analysis_component,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_sensitivity_status_source_data.csv,status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_6_sensitivity_status_source_data.csv,boundary,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,threshold_minutes,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,requested_k,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,n_removed,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,random_replicates,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,random_seed,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,random_newly_uncovered_mean,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,random_newly_uncovered_p2_5,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,random_newly_uncovered_p97_5,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,targeted_newly_uncovered_complete_case,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,targeted_minus_random_mean,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_random_benchmark_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,source_dataset,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,threshold_minutes,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,scenario,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,n_removed,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,removed_service_municipio,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,newly_uncovered_complete_case,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,newly_uncovered_upper_bound,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,adult_population_complete_case,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,adult_population_missing_anchor,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,adult_population_covered,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,adult_population_uncovered,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,adult_population_uncovered_upper_bound,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,n_complete_case_municipality_year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,n_missing_anchor_municipality_year,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,newly_uncovered_complete_case_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,newly_uncovered_upper_bound_display,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
figure_7_targeted_removal_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,result_id,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,display_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,value_type,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,denominator_value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,denominator_unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,evidence_level,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,limitation,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,missing_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,suppression_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_1_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,result_id,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,display_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,value_type,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,denominator_value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,denominator_unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,evidence_level,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,limitation,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,missing_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,suppression_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_2_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,result_id,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,display_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,value_type,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,denominator_value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,denominator_unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,evidence_level,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,limitation,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,missing_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,suppression_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_3_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,result_id,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,display_label,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,value_type,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,denominator_value,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,denominator_unit,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,evidence_level,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,limitation,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,missing_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,suppression_status,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,source_artifact,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
table_4_source_data.csv,source_sha256,"See the frozen source-data manifest, SAP, and figure/table legend; no additional meaning inferred.",Declared in the file where explicit; otherwise consult the SAP.,Blank/NA where applicable; privacy-suppressed display cells may use <5.
